,index,PM2.5,PM10,SO2,NO2,CO
0,0,0.0011363636363636363,0.004012036108324975,0.04105201437195041,0.02298571105449286,0.020202020202020204
1,1,0.0011363636363636363,0.0010030090270812437,0.018450546697215242,0.018524458593554474,0.020202020202020204
2,2,0.0011363636363636363,0.0010030090270812437,0.07011104423946707,0.0497532258201232,0.030303030303030304
3,3,0.0011363636363636363,0.004012036108324975,0.03782323327555968,0.02744696351543125,0.020202020202020204
4,4,0.0011363636363636363,0.0010030090270812437,0.044280795468341155,0.02744696351543125,0.020202020202020204
5,5,0.0011363636363636363,0.0010030090270812437,0.0313656710827782,0.06759823566387675,0.030303030303030304
6,6,0.0022727272727272726,0.004012036108324975,0.03782323327555968,0.0899044979685687,0.04040404040404041
7,7,0.0011363636363636363,0.004012036108324975,0.07979738752863928,0.1657457898045213,0.050505050505050504
8,8,0.007954545454545454,0.023069207622868605,0.04105201437195041,0.17912954718733645,0.06060606060606061
9,9,0.010227272727272727,0.02708124373119358,0.015221765600824503,0.07205948812481514,0.04040404040404041
10,10,0.007954545454545454,0.00802407221664995,0.008764203408043023,0.03636946843730803,0.020202020202020204
11,11,0.0011363636363636363,0.0010030090270812437,0.011992984504433762,0.03190821597636964,0.020202020202020204
12,12,0.0011363636363636363,0.004012036108324975,0.011992984504433762,0.02744696351543125,0.020202020202020204
13,13,0.0011363636363636363,0.09929789368104312,0.015221765600824503,0.03190821597636964,0.020202020202020204
14,14,0.007954545454545454,0.058174523570712136,0.015221765600824503,0.018524458593554474,0.020202020202020204
15,15,0.0011363636363636363,0.0320962888665998,0.018450546697215242,0.02298571105449286,0.020202020202020204
16,16,0.0011363636363636363,0.026078234704112337,0.015221765600824503,0.03190821597636964,0.020202020202020204
17,17,0.004545454545454545,0.023069207622868605,0.060424700950294855,0.045291973359184806,0.020202020202020204
18,18,0.0022727272727272726,0.015045135406218655,0.12822910397450035,0.0899044979685687,0.050505050505050504
19,19,0.005681818181818182,0.017051153460381142,0.11854276068532815,0.0899044979685687,0.050505050505050504
20,20,0.006818181818181818,0.01905717151454363,0.07333982533585781,0.05421447828106159,0.020202020202020204
21,21,0.005681818181818182,0.014042126379137413,0.10885641739615592,0.07652074058575353,0.020202020202020204
22,22,0.003409090909090909,0.011033099297893681,0.07979738752863928,0.06313698320293837,0.020202020202020204
23,23,0.005681818181818182,0.010030090270812437,0.13791544726367258,0.10328825535138386,0.04040404040404041
24,24,0.010227272727272727,0.011033099297893681,0.07333982533585781,0.06313698320293837,0.030303030303030304
25,25,0.011363636363636364,0.00802407221664995,0.07656860643224855,0.07205948812481514,0.030303030303030304
26,26,0.0125,0.007021063189568706,0.07495421588405318,0.2415870816404739,0.0707070707070707
27,27,0.013636363636363636,0.022066198595787363,0.07333982533585781,0.17912954718733645,0.050505050505050504
28,28,0.013636363636363636,0.0160481444332999,0.07656860643224855,0.21258894064437436,0.030303030303030304
29,29,0.0125,0.011033099297893681,0.11854276068532815,0.24604833410141227,0.050505050505050504
30,34,0.05,0.06820461384152457,0.12822910397450035,0.2326645767185971,0.08080808080808081
31,35,0.031818181818181815,0.031093279839518557,0.12822910397450035,0.26389334394516584,0.0707070707070707
32,36,0.03295454545454545,0.03911735205616851,0.13468666616728184,0.21928081933578195,0.06060606060606061
33,37,0.031818181818181815,0.0320962888665998,0.13468666616728184,0.21481956687484358,0.06060606060606061
34,52,0.07045454545454545,0.0641925777331996,0.09917007410698372,0.29958336363267296,0.1111111111111111
35,53,0.06136363636363636,0.05616850551654965,0.10885641739615592,0.30850586855454976,0.12121212121212122
36,54,0.05795454545454545,0.05717151454363089,0.07656860643224855,0.2951221111717346,0.13121212121212122
37,55,0.056818181818181816,0.06018054162487462,0.07979738752863928,0.2951221111717346,0.16161616161616163
38,62,0.11136363636363636,0.14944834503510532,0.11531397958893741,0.22820332425765874,0.09090909090909091
39,63,0.075,0.12637913741223672,0.044280795468341155,0.08098199304669192,0.030303030303030304
40,64,0.03409090909090909,0.08826479438314945,0.0313656710827782,0.06313698320293837,0.030303030303030304
41,65,0.02159090909090909,0.06920762286860582,0.08625494972142077,0.0854432455076303,0.030303030303030304
42,66,0.015909090909090907,0.031093279839518557,0.053967138757513376,0.0899044979685687,0.030303030303030304
43,67,0.01818181818181818,0.041123370110330994,0.03782323327555968,0.14790077996076773,0.050505050505050504
44,68,0.025,0.05416248746238716,0.08625494972142077,0.19697455703109001,0.0707070707070707
45,69,0.03068181818181818,0.05315947843530592,0.08625494972142077,0.17912954718733645,0.06060606060606061
46,70,0.023863636363636365,0.044132397191574725,0.07979738752863928,0.29958336363267296,0.12121212121212122
47,71,0.031818181818181815,0.07622868605817452,0.044280795468341155,0.09882700289044548,0.06060606060606061
48,72,0.026136363636363635,0.04012036108324975,0.09594129301059298,0.0899044979685687,0.030303030303030304
49,73,0.015909090909090907,0.03610832497492478,0.07656860643224855,0.0497532258201232,0.020202020202020204
50,74,0.006818181818181818,0.029087261785356068,0.09271251191420225,0.05421447828106159,0.020202020202020204
51,75,0.004545454545454545,0.01805416248746239,0.011992984504433762,0.03636946843730803,0.030303030303030304
52,76,0.005681818181818182,0.011033099297893681,0.008764203408043023,0.03636946843730803,0.020202020202020204
53,77,0.0011363636363636363,0.012036108324974924,0.09917007410698372,0.19697455703109001,0.050505050505050504
54,78,0.00909090909090909,0.022066198595787363,0.13791544726367258,0.18359079964827485,0.04040404040404041
55,79,0.011363636363636364,0.026078234704112337,0.12177154178171888,0.1612845373435829,0.06060606060606061
56,80,0.011363636363636364,0.03009027081243731,0.09271251191420225,0.14343952749982936,0.06060606060606061
57,81,0.015909090909090907,0.02708124373119358,0.06688226314307633,0.07652074058575353,0.04040404040404041
58,82,0.013636363636363636,0.02106318956870612,0.050738357661122634,0.045291973359184806,0.030303030303030304
59,83,0.005681818181818182,0.014042126379137413,0.02167932779360598,0.040830720898246416,0.030303030303030304
60,84,0.006818181818181818,0.020060180541624874,0.018450546697215242,0.03190821597636964,0.030303030303030304
61,85,0.013636363636363636,0.014042126379137413,0.02167932779360598,0.03190821597636964,0.030303030303030304
62,86,0.010227272727272727,0.011033099297893681,0.044280795468341155,0.040830720898246416,0.030303030303030304
63,87,0.02159090909090909,0.022066198595787363,0.034594452179168934,0.03636946843730803,0.030303030303030304
64,88,0.00909090909090909,0.015045135406218655,0.0313656710827782,0.045291973359184806,0.030303030303030304
65,89,0.0125,0.013039117352056168,0.02490810888999672,0.0854432455076303,0.030303030303030304
